0.03859,0.04184,0.05071,-0.08447,-0.10478,-0.12626,-0.14320,-0.11446,-0.09392,-0.06575,-0.09802,-0.10888,-0.12421,-0.00263,-0.04733,-0.03479,0.02172,-0.02963,-0.04355,-0.06429,-0.01490,-0.06499,-0.05330,-0.07049,-0.06233,-0.03604,-0.02403,0.00093,0.08379,0.09192
19.07170,20.98400,21.41470,20.72560,21.41470,22.36230,22.10380,21.29410,21.67310,21.82820,21.22520,21.79370,22.31060,21.77650,19.60570,20.01920,19.31290,18.24470,19.19230,19.77800,19.82970,19.65740,19.88140,19.07170,19.55410,19.07170,18.64100,18.64100,18.62370,18.91660
19.46790,20.98400,22.37950,21.63870,22.25890,22.36230,22.56900,22.05220,22.91360,22.34500,21.81100,22.20720,23.25810,22.63790,21.74210,20.32930,20.13980,18.74430,19.60570,20.22600,20.57050,19.93310,20.50160,19.81250,19.55410,19.62300,19.15780,19.00280,18.74430,19.14060
18.29640,18.60650,20.50160,20.63940,20.46720,20.86340,21.96600,21.20800,20.50160,20.86340,21.19070,21.01850,21.69040,21.62150,19.60570,19.20950,19.00280,17.40050,17.77960,18.86490,19.43350,19.34730,19.69190,19.00280,18.60650,19.07170,18.48590,18.29640,18.08970,18.52040
18.91660,18.93380,20.69110,20.98400,20.50160,21.10460,22.05220,22.05220,20.86340,21.15630,21.53530,21.22520,21.87990,22.19000,21.53530,19.38180,19.81250,18.10690,17.95180,18.96830,19.77800,19.48520,19.86420,19.81250,18.79600,19.20950,18.88220,18.67540,18.60650,18.72710
0.91160,10.02710,2.05250,-3.21800,3.32500,4.42480,-1.15560,-3.66330,1.77990,0.71540,-2.76240,2.67860,2.37150,-2.39380,-9.96840,2.10900,-3.52840,-5.53080,5.19360,3.05210,0.26130,-0.86880,1.13940,-4.07280,2.52940,-2.46700,-2.25840,0.00000,-0.09240,1.57260
1.75150,3.04470,7.31820,4.78460,4.70510,5.22670,4.95560,3.35640,3.97160,2.50450,1.99380,2.93400,6.47450,2.87980,3.96000,2.08790,1.83320,5.72690,5.50540,4.89280,4.55840,3.08350,2.88900,2.38630,2.16090,1.47780,1.06160,1.11980,1.05560,1.34780
1706504.00000,2966476.00000,7130279.00000,4661726.00000,4584285.00000,5092478.00000,4828356.00000,3270248.00000,3869577.00000,2440165.00000,1942587.00000,2858632.00000,6308223.00000,2805832.00000,3858308.00000,2034308.00000,1786153.00000,5579845.00000,5364022.00000,4767200.00000,4441386.00000,3004335.00000,2814824.00000,2325046.00000,2105410.00000,1439815.00000,1034366.00000,1091081.00000,1028473.00000,1313222.00000
2.11780,3.68150,8.84900,5.78540,5.68930,6.32000,5.99220,4.05850,4.80230,3.02830,2.41080,3.54770,7.82880,3.48220,4.78830,2.52470,2.21670,6.92480,6.65700,5.91630,5.51190,3.72850,3.49330,2.88550,2.61290,1.78690,1.28370,1.35410,1.27640,1.62980
18.96342,20.14227,21.41035,21.06528,21.49858,21.66806,22.27632,21.52495,21.76899,21.70404,21.52405,21.78068,22.47500,22.12328,20.07332,19.91940,19.60658,17.88242,18.69752,19.36612,20.00641,19.58506,19.97812,19.34904,19.12129,19.32424,18.85862,18.63443,18.41762,18.92009
9.00543,5.69985,2.42001,3.58240,3.76403,3.53834,3.68876,5.24679,4.51307,7.20807,8.80421,6.14305,2.84981,6.25366,4.09450,7.92934,8.71246,2.63469,2.88303,3.34297,3.59762,5.27220,5.69129,6.60950,7.48368,10.67307,14.52131,13.76634,14.59080,11.60670
10.80023,6.21861,2.82735,4.38574,4.35731,4.03784,4.44996,6.57019,5.25315,8.44732,10.80113,7.23422,3.37940,7.70540,5.43821,9.28292,10.80760,3.16173,3.26076,3.87678,4.33880,6.31918,6.87580,8.30260,8.69823,12.99871,17.78655,16.67744,17.62647,13.89457
93269.92969,159432.23438,347791.34375,225865.39062,223982.03125,244086.67188,219810.43750,154198.79688,188745.12500,116959.12500,91671.67969,136005.51562,290830.18750,129770.46094,196795.21875,105901.14062,93994.20312,320671.53125,301695.31250,252702.10938,228542.78125,155284.45312,142943.23438,122352.81250,113154.53906,75494.84375,55954.32031,59633.64453,56854.06641,70906.78125
0.97409,0.95989,0.95669,0.97350,0.96584,0.96895,0.98703,0.97609,0.95005,0.97132,0.98684,0.98079,0.96633,0.97727,0.92325,0.97984,0.97352,0.95402,0.95368,0.95749,0.97258,0.98254,0.97447,0.97661,0.97787,0.98477,0.98438,0.98062,0.98257,0.98848
0.93982,0.88670,0.91609,0.95382,0.91951,0.93297,0.97328,0.96172,0.89473,0.93369,0.97156,0.94647,0.93260,0.95510,0.90174,0.94492,0.94354,0.92831,0.90686,0.93271,0.94473,0.97061,0.96051,0.95913,0.95154,0.97191,0.96493,0.96283,0.96508,0.96760
0.99432,0.95989,0.99980,1.01639,1.00392,0.96895,1.00781,1.01084,1.00442,0.99431,1.01408,0.99940,1.00737,1.01592,1.02385,0.99501,1.01521,0.98014,0.97422,0.97917,1.00891,0.99632,1.00487,1.01454,0.97787,1.01324,1.01167,0.99965,0.98893,1.00018
